Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
portable-button-fascia-gun-deep-tissue-massage-mini-lightweight-and-adjustable-speed-massage-equipment-suitable-for-the-body,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/33430c66040042269d5de6428e6ba46b.webp?v=1748054148,10,"",,,,,,,,,,,,,,,,,,,
portable-button-fascia-gun-deep-tissue-massage-mini-lightweight-and-adjustable-speed-massage-equipment-suitable-for-the-body,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/efd1bbdaa3b94fe9965a2f3413f54518.webp?v=1748054148,11,"",,,,,,,,,,,,,,,,,,,
portable-button-fascia-gun-deep-tissue-massage-mini-lightweight-and-adjustable-speed-massage-equipment-suitable-for-the-body,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/e37ec104b0774795807244aecaaac389.webp?v=1748054148,12,"",,,,,,,,,,,,,,,,,,,
portable-button-fascia-gun-deep-tissue-massage-mini-lightweight-and-adjustable-speed-massage-equipment-suitable-for-the-body,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/fdb4576b48ed478d94313467d3da618f.webp?v=1748054148,13,"",,,,,,,,,,,,,,,,,,,
solar-outdoor-led-courtyard-wall-lamp-human-body-induction-garden-terrace-garage-door-street-lamp-616,Solar Outdoor Led Courtyard Wall Lamp Human Body Induction Garden Terrace Garage Door Street Lamp 616,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><div><div>
<div><div>
<p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(0, 0, 0);background-color:rgb(255, 255, 255);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box' align=""start""><span style=""background-color:rgb(255, 255, 255)""><strong>• Human Body Induction :</strong></span><span style=""background-color:rgb(255, 255, 255)"">The lamp is equipped with a human body induction feature that automatically turns on when it detects movement, making it convenient to use in dark areas.</span></p>
<br><p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(0, 0, 0);background-color:rgb(255, 255, 255);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box' align=""start""><span style=""background-color:rgb(255, 255, 255)""><strong>• Energy Efficient :</strong></span><span style=""background-color:rgb(255, 255, 255)"">The lamp is powered by solar energy, making it an eco-friendly and cost-effective option for outdoor lighting.</span></p>
<br><p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(0, 0, 0);background-color:rgb(255, 255, 255);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box' align=""start""><span style=""background-color:rgb(255, 255, 255)""><strong>• Versatile Use :</strong></span><span style=""background-color:rgb(255, 255, 255)"">The lamp can be used in various settings such as gardens, patios, garages, and streets, making it a versatile lighting solution for outdoor spaces.</span></p>
<br><p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:inherit;text-align:start;white-space:normal;color:rgb(0, 0, 0);background-color:rgb(255, 255, 255);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box' align=""start""><span style=""background-color:rgb(255, 255, 255)""><strong>• Easy Installation :</strong></span><span style=""background-color:rgb(255, 255, 255)"">The lamp is easy to install and can be mounted on any wall without the need for complicated wiring or electrical work.</span></p>
<br>
</div></div>
<p>Specification</p>
<p>Solar panel: 5.5V/2.5W</p>
<p>Product size: 227*84*40mm</p>
<p>Steps for usage:</p>
<p>1 . Turn on the main switch when using the producthe mrst time2 . Press the green 'on off button to power on the lamp or adjust the modes.3 . There are three modes to adjust</p>
<br><p>Notice</p>
<p>Mode 1: human body detection mode (the light power 100% brightness when aperson walks by, and it is off after 20 seconds)Mode 2: human body induction + low light mode (the light power 100%brightness when people pass, and power 30% dim brightness after 20seconds)Mode 3: Light up with 50% low brightness always.</p>
<p><img src=""https://ae01.alicdn.com/kf/Sb911454145bf4478858b00e8795b4bc8y.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sfb947cfd0d8a42988e770a80af91deedS.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sda8bdbc3c2484c9d8bb19eaeaebaf42ew.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sd02bebd174014a0cbe2380d8da59ed6fa.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/S4f6ea4211f7245118f111d6aa9d38e2a9.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sac90bb13179146eca9f4d377cf85cd6f5.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sb612bb99da2d4a3f91d3dc890aeb3438Y.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/S48c398c1dbed47eeb854031957c63122O.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sde682c9f53b140199b78d893631c6337p.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sd8dbb5fe34f14d4abf3ee7c1e967c513X.jpg"" slate-data-type=""image""></p>
</div></div></div></div><br>",KaziHub,,"","",true,Color,black,,Emitting Color,JX616B,,,,,14:193#black;136:200003939#JX616B,0.0,shopify,deny,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/e5beb3a6876142dcb17031d7e6795b20.webp?v=1748054144,1,"",false,,,,,,,,,,,,,,,lb,,12.76,active
solar-outdoor-led-courtyard-wall-lamp-human-body-induction-garden-terrace-garage-door-street-lamp-616,,,,,,,,,black,,,JX616C,,,,,14:193#black;136:10#JX616C,0.0,shopify,deny,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4581c68543f14bad8d1109feca5101f3.webp?v=1748054144,2,"",,,,,,,,,,,,,,,,lb,,12.58,
solar-outdoor-led-courtyard-wall-lamp-human-body-induction-garden-terrace-garage-door-street-lamp-616,,,,,,,,,black,,,JX616A,,,,,14:200006151#black;136:200003938#JX616A,0.0,shopify,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/50fbc61b1a024005abfd561da6f4db13.webp?v=1748054144,3,"",,,,,,,,,,,,,,,,lb,,16.18,
solar-outdoor-led-courtyard-wall-lamp-human-body-induction-garden-terrace-garage-door-street-lamp-616,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/883d5e0e0b174e178988e9b3e515632f.webp?v=1748054144,4,"",,,,,,,,,,,,,,,,,,,
solar-outdoor-led-courtyard-wall-lamp-human-body-induction-garden-terrace-garage-door-street-lamp-616,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/96d5cbccde8f46a7865843d40ee3315b.webp?v=1748054144,5,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,AmmToo COB Outdoor Solar Lights Motion Sensor Solar 3 Modes Waterproof Security Wall Lighting for Patio Garden Door Street Light,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext"">
<div>
<div>
<p><span style=""font-size:20px""><strong>Description:</strong></span></p>

<p>• Solar Powered :This outdoor LED wall lamp is solar powered, offering an environmentally friendly and sustainable source of light for your courtyard, garden, or garage.</p>

<p>• Human Body Induction :Equipped with human body induction technology, this lamp automatically turns on when someone enters the detection range, providing convenience and safety.</p>

<p>• Versatile Application :Perfect for various outdoor areas such as courtyards, gardens, terraces, garages, and streets, this lamp enhances the beauty and functionality of your space.</p>

<p>• Durable Material :Originating from Mainland China, this wall lamp is made with high-quality materials, ensuring durability and longevity even in outdoor conditions.</p>

<p>• Wall Lamps Category :As part of the porch lights category, this lamp adds a touch of elegance and style to your exterior spaces.</p>

<p>• Easy Installation :This solar outdoor LED wall lamp is easy to install, making it a convenient addition to your outdoor areas.</p>
<br><br> 
<p><span style=""font-size:20px""><strong>Specification:</strong></span></p>

<p>Material: ABS (Acrylonitrile Butadiene Styrene)</p>

<p>Solar Panel: High Efficiency Polycrystalline Solar Panel</p>

<p>Mode: Light Control + PIR motion sensor + remote control (only remote control type)</p>

<p>Light color: white</p>

<p>Light source: COB</p>

<p>Type: 108cob solar street light + remote control</p>

<p>72cob solar street light + remote control</p>

<p>Lumen: 1500LM</p>

<p>Movement angle: 270 degrees</p>

<p>Moving distance: 5m</p>

<p>Product size: 227*84*40mm</p>
 

<p><span style=""font-size:20px""><strong>Package List:</strong></span></p>

<p>1 * Solar light</p>

<p>1 * Remote control</p>

<p>1 * mounting kit</p>
 

<p><span style=""font-size:20px""><strong>Steps for usage:</strong></span></p>

<p>1 . Turn on the main switch when using the producthe mrst time</p>

<p>2 . Press the green 'on off button to power on the lamp or adjust the modes.</p>

<p>3 . There are three modes to adjust</p>
 

<p><span style=""color:rgba(244,78,59,255);font-size:20px""><strong>Notice:</strong></span></p>

<p><span style=""color:rgba(244,78,59,255)"">Mode 1:</span> human body detection mode (the light power 100% brightness when aperson walks by, and it is off after 20 seconds)</p>

<p><span style=""color:rgba(244,78,59,255)"">Mode 2:</span> human body induction + low light mode (the light power 100%brightness when people pass, and power 30% dim brightness after 20seconds)</p>

<p><span style=""color:rgba(244,78,59,255)"">Mode 3:</span> Light up with 50% low brightness always.</p>

<p> </p>

<p><img referrerpolicy=""no-referrer"" slate-data-type=""image"" src=""https://ae01.alicdn.com/kf/S3c335807ee8247a586ac83a93e976095r.jpg""><img referrerpolicy=""no-referrer"" slate-data-type=""image"" src=""https://ae01.alicdn.com/kf/S5e07e8e8012148d488fb84f5da92e0eeq.jpg""><img referrerpolicy=""no-referrer"" slate-data-type=""image"" src=""https://ae01.alicdn.com/kf/S7c360327ef154361af646f3f23516b90k.jpg""><img referrerpolicy=""no-referrer"" slate-data-type=""image"" src=""https://ae01.alicdn.com/kf/Sfdbb0c7842de480eae5ec8309c4b9157S.jpg""><img referrerpolicy=""no-referrer"" slate-data-type=""image"" src=""https://ae01.alicdn.com/kf/S096e5f57620047e9bea85b0dbdeb793dJ.jpg""><img referrerpolicy=""no-referrer"" slate-data-type=""image"" src=""https://ae01.alicdn.com/kf/Sb41d1a0a2ed34a4085b93fe32c46342bQ.jpg""></p>
</div>
</div>
</div></div>",KaziHub,,"","",true,Emitting Color,JX616E-108COB,,,,,,,,136:29#JX616E-108COB,0.0,shopify,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/1624552928c54991a7f56ab97acdf6bf.webp?v=1748054140,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/0abbfc8fb10e4bcc921181809c9b5257.webp?v=1748054141,lb,,14.15,active
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/8d3b713243974af180858a33f9852c2f.webp?v=1748054140,2,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/5ca2e9ace9a04e2ab38b32451486a713.webp?v=1748054140,3,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/c3ec9234ace7404dbe5690687b1a7d1f.webp?v=1748054140,4,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/af6a733a57d2467188b6ca6c4b3e70c3.webp?v=1748054140,5,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/1cbdc1060a9e4fe197a0f856dcc0e30e.webp?v=1748054140,6,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4fe43eeb2472424aa9c46f4f6d0f2815.webp?v=1748054140,7,"",,,,,,,,,,,,,,,,,,,
ammtoo-cob-outdoor-solar-lights-motion-sensor-solar-3-modes-waterproof-security-wall-lighting-for-patio-garden-door-street-light,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/0abbfc8fb10e4bcc921181809c9b5257.webp?v=1748054141,8,"",,,,,,,,,,,,,,,,,,,
1pcs-anti-spy-screen-protector-for-iphone-16-15-14-13-12-full-cover-screen-protector-for-16promax-15promax-14pro-privacy-glass,1PCS Anti-spy Screen Protector For iPhone 16 15 14 13 12 Full Cover Screen Protector For 16ProMax 15ProMax 14Pro Privacy Glass,"<p><span style=""font-size:20px""><strong>1PCS Anti-spy Screen Protector For iPhone 16 15 14 13 12 Full Cover Screen Protector For 16ProMax 15ProMax 14Pro Privacy Glass</strong></span></p><p><span style=""font-size:20px""><strong></strong></span><img src=""https://ae01.alicdn.com/kf/S357bd34d76ee4ef0a16f498dbc37a1fcM.jpg"" slate-data-type=""image""><span style=""font-size:20px""><strong></strong></span><img src=""https://ae01.alicdn.com/kf/S85e34a6b7715406c801d1bec21efaa81e.jpg"" slate-data-type=""image""><span style=""font-size:20px""><strong></strong></span></p><p><img src=""https://ae01.alicdn.com/kf/Sf050194a621743429059fb231fdfa348g.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/S94e3116d1e064a0296bedbefb064db4fK.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sa50abb17d4da43408c3c76cd92cebe8fb.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/Sc1668489bc1f445e85bac00bf996e5f2p.jpg"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/S367fcf4fd4234ee7882a86536de5b305Z.jpg"" slate-data-type=""image""></p>",KaziHub,,"","",true,Bundle,1PCS,,Color,For 13 13Pro 14,,Material,Anti-peep Glass,,10:200849632#Anti-peep Glass;14:200004890#For 13 13Pro 14;200000828:11316372535#1PCS,0.0,shopify,deny,manual,16.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/90b1028182464fab80ae9a4f81fe0eac.webp?v=1748054133,1,"",false,,,,,,,,,,,,,,,lb,,6.59,active
1pcs-anti-spy-screen-protector-for-iphone-16-15-14-13-12-full-cover-screen-protector-for-16promax-15promax-14pro-privacy-glass,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/06b20e95b0864b0db0cfea9776d07658.webp?v=1748054133,2,"",,,,,,,,,,,,,,,,,,,
1pcs-anti-spy-screen-protector-for-iphone-16-15-14-13-12-full-cover-screen-protector-for-16promax-15promax-14pro-privacy-glass,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/2d67bc49d0f54047b54455519fb04784.webp?v=1748054132,3,"",,,,,,,,,,,,,,,,,,,
1pcs-anti-spy-screen-protector-for-iphone-16-15-14-13-12-full-cover-screen-protector-for-16promax-15promax-14pro-privacy-glass,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/eafb4508fe534ffe997c7cee5aa4d408.webp?v=1748054132,4,"",,,,,,,,,,,,,,,,,,,
1pcs-anti-spy-screen-protector-for-iphone-16-15-14-13-12-full-cover-screen-protector-for-16promax-15promax-14pro-privacy-glass,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/cda4ca7548a748c28ebdb40d6833d52a.webp?v=1748054132,5,"",,,,,,,,,,,,,,,,,,,
1pcs-anti-spy-screen-protector-for-iphone-16-15-14-13-12-full-cover-screen-protector-for-16promax-15promax-14pro-privacy-glass,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/efb2734510c24434a7e51d85f96307e7.webp?v=1748054133,6,"",,,,,,,,,,,,,,,,,,,
2pcs-led-solar-lawn-lights-outdoor-waterproof-garden-pathway-lamps-warm-light-for-villa-courtyard-landscape-decoration-miflame,2pcs LED Solar Lawn Lights Outdoor Waterproof Garden Pathway Lamps Warm Light for Villa Courtyard Landscape Decoration Miflame,"<p><img src=""https://ae01.alicdn.com/kf/A1150b0a64c99470f88cad6e022006f1dI.jpg"" slate-data-type=""image""></p><p>Energy Saving &amp; Environmental Protection: During the day, solar pathway lights outdoor will automatically absorb solar energy and convert it into electric energy and store it in the battery.</p><p>Weatherproof: Waterproof lP44, suitable for outdoor use, can work normally in all kinds of weather, no need to worry about rain, snow, frost or sleet.</p><p><span style='background-color:rgb(245, 242, 240);color:rgb(34, 34, 34);font-size:14px;font-family:""Open Sans"", sans-serif'>Light sense mode: automatic charging during the day, automatic lighting at night.</span></p><p>Easy to Instal: NO WRES! Push the stake into the soil, it just takes a few seconds.</p><p>Widely Use: Landscape lights can be widely used in gardens, courtyards, balconies, trails, driveways and other outdoor decoration. Of course, they can also provide perfect lighting and create a warm atmosphere for barbecue, wedding, party and andscape decoration.</p><p><strong>Specifications:</strong></p><p>Brand: Miflame</p><p>ltem Size: 10x10x44 cm / 3.94x3.94x17.3 inch</p><p>Light Color: Warm White</p><p>Charge Time: 6-8 hours</p><p>Working Time: 8-10 hours</p><p><strong>Package includes:</strong></p><p>2 x Solar Lawn light</p><p><img src=""https://ae01.alicdn.com/kf/A89dc3737262947eabe08502cbd94151bo.jpg"" slate-data-type=""image""></p><p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:20px;text-align:start;white-space:pre-wrap;color:rgb(34, 34, 34);margin-bottom:0px;margin-top:0px;box-sizing:border-box' align=""start""><span class=""slate-node-text""><span>1. After receiving the product, please remember to turn on the switch; otherwise, it will not light up or charge.</span></span></p><p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:20px;text-align:start;white-space:pre-wrap;color:rgb(34, 34, 34);margin-bottom:0px;margin-top:0px;box-sizing:border-box' align=""start""><span class=""slate-node-text""><span>2. Please ensure that the solar photovoltaic panel can be illuminated by the sun without being blocked.</span></span></p><p style='font-family:""Open Sans"", sans-serif;font-size:14px;font-weight:400;letter-spacing:normal;line-height:20px;text-align:start;white-space:pre-wrap;color:rgb(34, 34, 34);margin-bottom:0px;margin-top:0px;box-sizing:border-box' align=""start""><span class=""slate-node-text""><span>3. Due to the different measurement methods, please allow a slight difference in the actual size of the product.</span></span></p><p><img src=""https://ae01.alicdn.com/kf/Sdbe205b0fa774d369d08995ff59c6690Q.png"" slate-data-type=""image""></p><p><img src=""https://ae01.alicdn.com/kf/S12040f79dbc54ba2aa14a88b5d34cb39Y.png"" slate-data-type=""image""><img src=""https://ae01.alicdn.com/kf/S978017827158490fa47064304a915e03H.png"" slate-data-type=""image""></p>",KaziHub,,"","",true,Emitting Color,Warm light-2pcs,,,,,,,,136:173#Warm light-2pcs,0.0,shopify,deny,manual,28.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/44aced015a954ac89c2774e4c04549e5.webp?v=1748054130,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/1228d671b55f4021a404b29b0e784a3f.webp?v=1748054131,lb,,18.41,active
